text,label
כוער נדר,1
לב עזזל שנא איטלר,1
שנא,1
שאל ישרלילות,1
הרג,1
הודה קרא צבוע חרא יילד,1
יואו הקשיב טומטם מיטל,1
הקשיב שבאת אמרה אור רב מכות ואו מהר,1
סתום תפה יטמבל הזין קר קול הזין דפק,1
התעלל חץ שנה,1
מבין כיף לן בכה רב,1
כוער אמלה,1
סבל,1
ריחק פינה איים טעה חזק צר ביאס יאלה,1
יאור שנא,1
כיף הצטלם שחקן ישב הסתכל הרצה מת,1
ואוי סבל כוער,1
שקרן שיקר,1
עצוב עזב,1
קטע כאילו קטע גמר נועם זהר איים קטע מיני,1
כאילו הפריע תחת,1
סתום תםה ידבע,1
עלה זונה,1
קרה חזיר,1
חבר צבוע,1
השפיל,1
בגד,1
הומו שרמוטה,1
איתם יסוטה,1
דמה רוסי,1
תאומתחיי וסעמק עצב נמאס סיפר,1
וואי בוכהה דמעה הפסיק,1
זנה,1
רצח זהר,1
אמת תקשייב הפחיד איודעת דיכאון דיכאון פיתאום,1
זיין,1
וודקה חרא שמע,1
שימן סבוניםם,1
דיכאון,1
חברה חזיר בתור חבר,1
כתבה העליב,1
אימלה מכוער,1
יידע מת עקב טמטום ייתר,1
תמר תפה,1
שפת חסר לב,1
הלכה התאבד,1
גועל נפש אמן רפס זין,1
רןי יבן זנה,1
פיחד גמד,1
נתק עצוב עצבני,1
שמן,1
הראה המשיך מכה יחידי צד שניים,1
זנה,1
צבוע,1
סם ,1
הןא ירד שמוליק רב מכה צם,1
רוח רע,1
שתק הזין תימני בעיה,1
די נרקומן,1
קילל אהבה חד צדדי,1
צבע רכלנית קרני,1
זדייני,1
מת,1
זנה,1
הומו,1
לול חטף מכה,1
חלשלוש פחדן,1
סתןם סתום,1
הכה חרא עולם אכפת,1
זונה,1
הציק,1
דור בוגד,1
חרא הוציא מגעיל,1
לול בגד,1
יהומו הזדיין,1
די אפה,1
פחדן,1
האמין תוך חמש דר חבר התייצב דוד שליו מסכן דוד החיל ביכה,1
בחור חרמנית,1
הושפל ת אנונימי מוזמן פרט הפסיק נס סכסך ין לבין תמיר קנאי מסריח,1
סתמי חפר,1
פיחד גמד,1
בכי ביי יח,1
בקשה שיקר,1
אור שובל ישואל חרם,1
נע בכה,1
יאן צוס הסריח,1
זיון,1
נאנס אתן,1
קילל כיתה ,1
פגר,1
נהורא יצר,1
זהה מכוער,1
עוא עישן,1
יישון לילה יישון מטורף חולה ניפש כבוד פשט כור אלכוהול ישן יישון מטורף חולה קואד קמרצי קרה טלפון חולה ניפש,1
מצד התאבד,1
כנות הגעיל מכוער,1
הרג רשם,1
חך יבן זנה תחתוף מכות רצח,1
אריאל איחל גידל הצליח דחף עץ תחת ימניאקק סתום תפה,1
שנא,1
פדופילים,1
די שמן,1
אכל תחת,1
מאייה סבל,1
שיחק קילל רצחח הצחיק,1
העיף אגרוף צחק,1
בכה,1
מטומטם,1
אוהד אורים נועם רצח,1
אידיוט,1
מטומטם הכיר,1
מסר שעלק שנא הוסיף קבוצה עצמאות קפץ,1
זנה,1
מת,1
קיבל מכות זיהה,1
מת,1
היינו מור מש עימם רצח,1
תמה עזרה נפל מטוס אמן,1
הגעיל,1
שמע זרה פחדני רצח חבר נשלח הודעה פרטי,1
פאקינג בכה במשך,1
בכה,1
התאבד,1
עלה בולבול קטן,1
נער טיפש,1
חילק אגרוף אתמול נכדה קיבל תכריזה,1
הרביץ אחתשלי,1
התקשר יבן זנה,1
יבצ זנה שיגע אץ מילא עצבני קוקסינל הומו מילה שבר פני,1
יצור תחת חרא,1
ראייה מעשנה,1
בכה חבר הנו חבר אהבה רציני נפרד הנו חבר חץ חודש אףחד,1
קיבל שיתוק שרמוטה,1
שמן,1
הקשיב הטריד התחיל חברה לשעבר תייג פוסט כוכבת פור עזב הגיע חשבון התחייל מוזר,1
איים אסף,1
שיקר,1
תמיר חרא,1
קיצור כוער,1
דיר חזיר נקי,1
נריה יצוור מימן לימד יצוורה לעשוות חיים ויתר יצוורה איחל דיווק מייקל ג ורד שיחק הצלחה,1
הזדיין אנס,1
מוחמד המה ןזונה,1
פאק הטריד די,1
אמלה תה מבין סומם,1
שרלילה,1
נדר זיין נטל מצץ זין,1
סתום סתום יחי סרט יאלה,1
שב שב שקט יזונה,1
ירוסי,1
עמד מת,1
יישם,1
קרן אופק שיקר,1
אמת ת זנה,1
יעד שנא,1
זונה,1
חחחחחחחח תמונה עירום,1
וואי פיף דור רב הכה,1
הקשיב הציק שנייה צד יד דהוא הפליק תחת,1
יילד חראא,1
חשןב מסטול,1
עבןר שנא תילדים צבואים מגעיל גרם סבל,1
ירד אפק זין תרד עלייה פיעם נידבע עלייה,1
אכפת מילא המשיך ליצעוק יער הורה ויוה זכות,1
יחתיכת חרא שנא,1
בכה ער,1
אחיםשלי עלה חרם עיצבן מש קיבל קיבל טרלילילי מלך עבד,1
אלימות,1
ניסיון התאבדות,1
העליב כאילו ניסה רמז שנא,1
נדבר בכה,1
הומו אוכל תחת כוס נמשך יבן שרמוטה,1
יחתיכת זין טומטם,1
זיין אותנ,1
זין,1
שתת וודקה,1
קונדום,1
שמע חב זנה הפיל תמונה פרופיל יבן זנה רז תפה,1
מת,1
יסמין מכוער דפק,1
שיסמין קנה אומץ חומץ נחנק,1
דפק,1
הרים יד מכות קטן הכה גדול כואב מכה כאב כואב סבלנות שנייה הגיע מכה ריחם עלייה קיצר הפעם הרביץ נעשה אשם,1
אמלה עזב העדיף זיין חזק,1
זכר תמונה ניסה רצח חדל איום,1
סילין צבוע סתמי נרגע מיהר נעשה בעד תסתמי ותילכי דר הדס ומצידי גימד נגלל רבן התחיל יאלה יאלה מפגר בלונד שקט,1
דחוי מסכן,1
שומע מסטול מת שטות,1
פשןט מנה,1
כש אמת חוסה כוסית כוסית כוסית כוסית כוסית כוסית כוסית כוסה,1
מכוער,1
שנא שרמוטה,1
סם אשכר,1
רב מכה,1
התאבד,1
זונה,1
מוצץ בולבול,1
אנוס דפק,1
שליו הסתיר סיגריה,1
סוכן מסטול מסטול ליד אש,1
בכה,1
מסר חרא,1
איים חהגיד חברה,1
יןאו טומטם,1
קונדום שופרסל,1
ואו שקשק בכה,1
תמה יגיי,1
איסה אכזר,1
קילל,1
שקד סתום תפה נהוראי זונה,1
אפק קוף פרטי,1
שקרן גדול,1
סכנה,1
איככ שקרן מסריח,1
נמאס חיים האלהה נמאס היות רווק נמאס חיפש נמאס נפגע נמאס,1
דרוייש זונה נהריה,1
שמן,1
ברח מותת,1
כוער,1
מזל גוי מסריח,1
רשע,1
פדופילים רדף,1
זונה,1
הריח נישק תחת,1
הומו,1
אימלה די די הושפל ביכה אוי חכה כיעור,1
מת,1
אלין עזר יפה העליב אמרה ביקש עזה,1
נמאס חיים,1
זיבל חנן,1
הריון,1
וודקה,1
חרם קללה,1
אהה אצל סטה שכבה אנ מבין,1
איכס עזב חרא בכה עי,1
קיצר עישן מצא אצל מוצר עישון,1
קיצור חת מכוער,1
הזין,1
כאב תנסעי ביכה פחות,1
יבן זנה,1
התחיל ריב מכות,1
זנה,1
מת אוף,1
פחח אשכנזי יטמבל ימכוער פיחד תמונה פרופיל טמבל,1
סתום תפה ף,1
יחמור,1
חם סקסי,1
חיבר חרא וולך קיבל כווה מהראל,1
מסריח קרן שנייה מבטיח קיים איכ,1
כאילו רבתי איתן שנא עודד,1
כאילו איש אץ זין ריק,1
רשם יחתיכת הושפל קיפץ יזונה,1
שקרן כיתה,1
חחח בתול,1
חרא פיגר,1
קיצר ישו מטריד זונה נתפל עלה אנונימי,1
מאחורי הרביץ חזק,1
פמים השית סיקס,1
שמע סבל יונתן,1
זנה זונה ושלאחותם סבתא הראה חיים אור עין סודנים נדבק תחת נעשה חתיכה זין התרבה,1
תחת,1
סיגריה,1
שנא,1
אומלל עקב,1
מסטול סליחה,1
מש טרה נרגילה יטמבלית,1
צעק נתן סטירה מטומטם הילך נרגע ביקש סליחה כאפה מסכן תקשיבוו אדוםם,1
חבר רע,1
נתן געת שרמוטה,1
קרה יצוורה,1
קיצר סתום ליד,1
מוכן הרג,1
איש התאבד,1
ביצה שמאלי חום מזדרגגת,1
שנא נים הגלה,1
נשמע חרא אמיתי רציני איש מת,1
רציני סם וודקה,1
נהפך פסיכופטית נרצח,1
ביגלל קילל,1
נזהר שלג שנא,1
גורם עישון סם אלכוהול,1
נוכחות הספיק שימן,1
שמועה זיין,1
איש נדרס יד ערבי סיכוי פגיעות,1
עאל רוסי קטן נמוך אע,1
קילל,1
עיצבן די,1
זנה,1
התכוון פתח דיון עירב ניסה פתר אלים עזר איים,1
זיין מוח התכוון רצינות,1
די עישן,1
חיבל ליד באר שבע,1
ליאל עף טיל מהשידור מגעיל זונה,1
פאק לידי,1
סם לקח ימקום רטלין,1
די לאמה נכפת חיים,1
בצפר התאבד דיכאון נפטר חלה תתאבדה,1
סתום תפה גבר הזין,1
שנא הכיר הילך רחוק רחוק מחשבה רע אש ברח,1
עיצבן נמאס מימן,1
איים,1
עניין תתחת,1
מכוער קינא,1
פמיניזים לכן הגיע גיהינום,1
הוריד מכה,1
היות פדופיל,1
יבת זנה,1
ריחם ביכה מילא מחדש כינרת יטיפש,1
נדר זנה אשדוד,1
חרא אתיופי,1
חחח ידפוקהה,1
כוח סעמק,1
עלאק הראה בריא,1
גנב טוסט מניאק,1
גרם ביכה,1
שרמוטה,1
טומטם,1
מכוער,1
מת פחד,1
וחיטו,1
כוער סטקל הצמחה,1
ובי מב עלה זין,1
מיה שחר שנייה נעים יבן זנה,1
זיו,1
חבר שקרן חארות,1
הלשין,1
תקשיבוו קיבל מכות תרגעו התנהגות,1
עישן,1
סכנה בגד,1
בגד,1
איים,1
אוקיי בדק עישן בד,1
חטף התקף חרד,1
איש חרא,1
תחת שכם רע,1
נקרא חרם,1
שגיא שמן מתי נדר דירה חרבן כניסה יבן שרמוטה,1
תינה הרוג,1
דחף תמרור תחת,1
מאיזה שיקר רועה,1
ישר קם חרמן,1
נתן מכות החרים,1
צדיק בגד הגעיל,1
מסנן מת,1
עיבר מכות חנייה,1
זיין כסף שילם בעוד זייון,1
פאק הומו,1
מסכן,1
ערבי,1
הקשיב טומטם,1
יאלה סתום סתום כאילו הפיץ ימסכן,1
סעמק פיעם שיעור בל,1
פרש לילה דוחה בכי יאלה,1
אנגלה שעמדת צומת שרמוטה,1
הרביץ,1
אהב שיקר,1
התאבד,1
סתום,1
הפריע עישן,1
אלויי גמד חיים,1
הפסיק ביכה,1
קיפץ ישרמוטה,1
רע ,1
פדופיל,1
מבין בכייה,1
נאפה יסוטה,1
נפגש וודקה,1
דוד שרמוטה,1
כש עייף ספורטלי הזדיין,1
בכה,1
האמין זונה ניצח כוס עמק ערס אינעלאמאאמאמאמאמאמשלהם,1
עמד נותר הושפל מסכן,1
חישב שנא,1
שנא אןתך,1
דמה קונדום,1
יזונות גר מטר ברזילי,1
מגעיל,1
כוס אום ריצה,1
חארות,1
נתן צחק פנים כעס שטות עזב עיצבן,1
אבאשלי פנים גבר שרמוטה פארטי,1
מגעיל,1
הגעיל,1
קטע רע שאנאל רב קפץ,1
ואבוא מכות,1
סבל עצבן בכילים רצח,1
עצבנות,1
גרם התאבד,1
קשר תיוג שנא איתן שנא כוונה,1
כוער אוזן מכוער,1
תסתום עף,1
מצפון מישל וודקה,1
נועם הפסיק ביכה,1
רון חנון ישן,1
יהומו,1
שנא חבר חברות חרר חיים,1
ישרמוטות,1
קשה סבל עצוב בכה,1
עצוב,1
יהומו,1
זונה ענב מקבל תחת,1
כאילו מין רחוב חנות בתול חנות זנה איש לשם,1
נפנה חיים נזהר הקשיב מטומטם יאלה יידע נשאר,1
כש נהייה סטלנית מת,1
כוער,1
רע מת,1
אאין לל הושג בכה,1
חרא שלשאול,1
קר רצח,1
הזדיין,1
מנייק,1
והכל זין,1
לחץ רצייה התאבד שרציתי מוות ביגללנו,1
יבוגדת,1
שטינקרית,1
רע,1
יואו די היות טיפש,1
הילה ימכוערת,1
כירה קונדום,1
רשם אריאנה ישרמוטות,1
חרא הזדיין,1
מת נעשה,1
תודה נחנק,1
חחחחחחחח הומו,1
שתיים זנה,1
העליב,1
יאלה הזדיין תיכם ביחד,1
עזב דביל,1
קילל,1
עצב סראבק,1
יובל שנא,1
זנה,1
סתום פיגר,1
לאמה תמה בד,1
זונה הגיוני,1
זנ גרם רצון התאבד,1
מניאק עשייה לום,1
די מגעיל,1
זין,1
התחייל נרגע עצב המשיך ריצה,1
חזר הציק שיעור מכוער,1
חבר נתן דקה שבת לבד ביכה,1
בר מת,1
אמלה סיכן,1
חפר ישרמוטה,1
ערבי משוגע,1
תסתום התחייל הרגיע,1
עלק קרן,1
עשייה סיקס,1
דפק מכה,1
כוער רצח,1
פיחד רצח לקח טלפון תיעש,1
גבוה החשיב שמן חישב,1
סתום,1
בכה לאמה קשר אלשאול עונה,1
יאלה סתמי,1
ניסה סם זין,1
רציני העדיף שבה זין,1
סתום תפה יאהבל,1
הראה יבני זונה,1
נייק,1
סטה,1
איים,1
שנייה בכה קילל,1
התעצבן,1
בירה,1
תיקן יבן זנה,1
עצבני נדבר,1
חיכה זין,1
לילה מת חסך,1
זונה,1
רועה הומו רצח,1
אוף ,1
הרגע ירד נוק סעמק,1
לן המשיך ריב תסתום,1
קילל פרט,1
חבר רבי ניסה התאבד,1
בקבוק וודקה ראש,1
הזדיין,1
יהומו,1
גיל העליב,1
מת,1
די הגעיל,1
עישן שתה,1
צבע עאלק התנתק תכלס,1
נריה דקל ליאם תמר קבוועים התעלל,1
הרביץ,1
שפלה יילד הומו,1
שתק וסעמק,1
עירב הורה ימטומטמת,1
דיכאון בד,1
יראה ממשיך הציק חסם,1
שתק טיפש,1
סיכן,1
זיון,1
שרמוטה מספרה שקר אוריאן הפסיק נעלב יצאים,1
שטח זיין,1
הודה שנא אאותי,1
גחלת נרגילה טעם נרגילה בירות ריזרים,1
התאבד איש היטלר חברה,1
כוסעמק ערס השיג ליאל דחווף,1
ישך קרה תמעליב,1
חרא גימר שהייה יואו נמאס,1
שרמוטה יואו חבר תחת חבר,1
כעס נפגע דלא ענה שקרן כלב היפך,1
עזב כיתה הושפל,1
חחח מש טיפשי חישב יבשה קטע פות,1
בכה,1
קיבל חרא עין,1
יובל הרביץ אורה,1
רביץ,1
מת,1
חבר עלאק רקק מבינהה ,1
שנא,1
הרגיש זין,1
שמע ישרמוטה זנה,1
חיים מת,1
וכהה פההה,1
ליטר דקה,1
תחנק,1
עיבד שתה עישן נדר בכה,1
צחק התאבדות חתך,1
תדחוף דילדו תחת,1
קרה לום עובר בכה צהריים ערב,1
מת,1
סתום פאק,1
יהומו,1
טוהר קילל העליב,1
 בכה,1
חרא חרם אדיוט,1
יהומו כרת יהומו,1
מושלם רצח מאורה גנב,1
לייב כינס דוד אחשלי רב כותת,1
שלום יהומו,1
התעצבן כעס צעק,1
יאהבל שתה מאה,1
הרג,1
מרי ככ שימן תיכמס לסוותר כיס,1
עמנואל הרביץ ולזרוק אבן,1
לילה רצח שמן בכיין שיכור רוסי,1
זדיין פרצוף,1
זין שנא,1
מילה מסריח,1
סתום תפה אדיר,1
יאלה די נדר אלוהים בכה פגע פחות,1
פגע חיים חרא בכי לעזאזל,1
פחה התרגש קלות סתום חסר רגש,1
העליב ירה,1
יבן זנה התאבד,1
הןא ימותבעוד מת,1
בסדר ביכה,1
דק,1
יאיי היטלר ביכה,1
שנייה בכה,1
דפק זנה,1
לאמה,1
דיכאון,1
קשר חרם חבר,1
וואי ככ זנה די,1
טומטם פאק,1
הומו,1
זין חבר,1
אוכל חזיר,1
בזבז דמעה מאמץ דמעה טרח,1
לבב זיין,1
בוש בכה,1
פינלנדיה כוסית,1
ריכל מגעיל יפה גלה,1
בכה,1
חרא מניאק תמה,1
תמונה עירום,1
רץ הרג השבת,1
פיחד חיבל אהב,1
הסריח תחת,1
כוער,1
רציני די אוריאניי פיחד שנא,1
זין לוטם,1
הופר הזין גרם ביכה,1
נאצי מת אמן יחארות,1
הפסיק עישן,1
ישרמוטה,1
כאילו עצוב דאג מש קשה עצוב הודעה קול עצוב דאג,1
התאבד שרמוטה,1
הציק חבר התקדם חמור מוך שינטוש חבר,1
שפיך,1
הרג טראפ ירה,1
מישלך אימא חרמנית שנייה נישק,1
זונה פירק רון תיתרגשי ימה,1
שנא חיים,1
פשט עצבן הרביץ הרביץ בכה,1
צבע רצח,1
סתום תפה מטומטם,1
שרמוטה זנה הזדיין,1
בכה,1
לבד יהומו חאוה,1
הזדיין,1
בכייה,1
התאבד,1
יחרא זכורו יחארות,1
זיבל מטומטם,1
מסנן מת,1
פר אצובה בכה פר חיקה ארבה פר עולם,1
זיינים,1
הודעה שבע העליב וואטס אפ כיתתי עין טיפל,1
אמן תמה,1
חישב עוקה כוסית דמה תחת,1
רץ ביכה,1
התערב התחיל רב צחק,1
פגע יאלה שתק ולןן,1
הראל סתום אדיוט,1
דיכאון,1
זנה באר שבע,1
סכנה,1
סתמי,1
וואלה גיהינום אצל הובטח סיוט זונה,1
לבד מורה שנא,1
בכה,1
